time_5fps,valence_score,comfort_score,engagement_score
0.0,-0.0005000000000000282,0.5004317376223937,0.17016566627000904
0.2,0.025499999999999967,0.3989746677525307,0.4449387879909103
0.4,0.1425,0.577013054145691,0.39401548289312266
0.6,0.175,0.6149829384197583,0.27369051740829037
0.8,0.708,0.6853569249627257,0.34906286804542286
1.0,0.76,0.6951011921732406,0.22130400609932335
1.2,0.5325,0.21945040369218838,0.5860117417570145
1.4,0.3375,0.4717282821237144,0.2339241003105677
1.6,0.461,0.3187452903304009,0.3982398796916336
1.8,0.4285,0.3432576955486006,0.3350657331905983
2.0,0.305,0.13534671802725878,0.6701656662700091
2.2,0.3375,0.2784280261829051,0.5872512806451093
2.4,0.76,0.45426420970308956,0.45150576554353167
2.6,0.6819999999999999,0.5884949821465382,0.2813617664535056
2.8,0.47400000000000003,0.4272943544790687,0.36002288011991984
3.0,0.7470000000000001,0.6048934835764624,0.3922086809757737
3.2,0.786,0.7668072633835228,0.20097910740012778
3.4,0.6299999999999999,0.7110642933779829,0.19760181252262715
3.6,0.7144999999999999,0.7644650104652582,0.21146327399157913
3.8,0.7144999999999999,0.7242398611721176,0.23322136433635243
4.0,0.591,0.6037429608803281,0.38212759488048426
4.2,0.3245,0.5305585421086862,0.3621448830365457
4.4,0.34400000000000003,0.4094806697625977,0.222118171657771
