time,valence,happy,sad,angry,fear,disgust,surprise,neutral,frown,jaw,mouth_open,comfort,saccade
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006083309650421143,0.318581759929657,0.03890115022659302,-0.2857639193534851,0.0
0.03333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006777465343475342,0.3156210482120514,0.03632533550262451,-0.2860731780529022,0.0009939664143563804
0.06666666666666667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071738362312316895,0.31921929121017456,0.03409242630004883,-0.2923007011413574,0.00011292623880157927
0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00923764705657959,0.32050880789756775,0.03256881237030029,-0.29717764258384705,0.0014484146926364166
0.13333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01828974485397339,0.32231125235557556,0.03525334596633911,-0.30534765124320984,0.004865745747071562
0.16666666666666666,0.99,0.99,0.0,0.0,0.0,0.0,0.0,0.01,0.009792059659957886,0.32238662242889404,0.029285788536071777,-0.30289289355278015,0.0011929492841524286
0.2,0.99,0.99,0.0,0.0,0.0,0.0,0.0,0.01,0.009045422077178955,0.316175639629364,0.029157519340515137,-0.29606354236602783,0.004360598721865716
0.23333333333333334,0.9299999999999999,0.95,0.01,0.0,0.01,0.0,0.0,0.03,0.011695772409439087,0.3159768581390381,0.026057958602905273,-0.3016146719455719,0.0010402829416717957
0.26666666666666666,0.97,0.97,0.0,0.0,0.0,0.0,0.0,0.02,0.0012901127338409424,0.3092564046382904,0.025504708290100098,-0.28504180908203125,0.0021817845495542055
0.3,0.9,0.91,0.01,0.0,0.0,0.0,0.0,0.08,0.000743865966796875,0.3106797933578491,0.021020591259002686,-0.2904030680656433,0.0011507962488123476
0.3333333333333333,0.87,0.89,0.01,0.01,0.01,0.0,0.01,0.07,0.0025300681591033936,0.3116320073604584,0.022315621376037598,-0.29184645414352417,0.002216623699665386
0.36666666666666664,0.9,0.91,0.01,0.0,0.0,0.0,0.0,0.07,0.003814786672592163,0.3073257505893707,0.023322641849517822,-0.28781789541244507,0.0009826954645815009
0.4,0.77,0.83,0.04,0.01,0.03,0.0,0.02,0.08,0.0019755661487579346,0.30301806330680847,0.02600395679473877,-0.27898967266082764,0.0009147706973486698
0.43333333333333335,0.88,0.9,0.02,0.01,0.01,0.0,0.02,0.05,3.966689109802246e-05,0.3019926846027374,0.026526153087615967,-0.2755061984062195,0.002595340420707726
0.4666666666666667,0.78,0.85,0.04,0.02,0.02,0.0,0.01,0.08,0.008838176727294922,0.30663973093032837,0.02693760395050049,-0.2885403037071228,0.0017013836899806723
0.5,0.8200000000000001,0.86,0.03,0.01,0.02,0.0,0.02,0.06,0.013708740472793579,0.30480119585990906,0.03298747539520264,-0.2855224609375,0.0022224439838646045
0.5333333333333333,0.89,0.92,0.02,0.01,0.01,0.0,0.01,0.04,0.009992659091949463,0.3108605742454529,0.03387045860290527,-0.28698277473449707,0.0004955192920938597
0.5666666666666667,0.8,0.86,0.04,0.01,0.02,0.0,0.01,0.06,0.011746436357498169,0.3051801025867462,0.03328287601470947,-0.2836436629295349,0.0008793320443113423
0.6,0.87,0.9,0.02,0.01,0.01,0.0,0.01,0.06,0.012409746646881104,0.30520305037498474,0.035120248794555664,-0.2824925482273102,0.0010696132960554847
0.6333333333333333,0.7899999999999999,0.83,0.03,0.01,0.01,0.0,0.01,0.11,0.010759532451629639,0.31002575159072876,0.029874682426452637,-0.29091060161590576,0.0024281149019037044
0.6666666666666666,0.7799999999999999,0.82,0.02,0.01,0.01,0.0,0.0,0.15,0.006719857454299927,0.3083585202693939,0.022841334342956543,-0.2922370433807373,0.0035809017510092063
0.7,0.92,0.93,0.01,0.0,0.0,0.0,0.0,0.06,0.001940220594406128,0.30464968085289,0.02717489004135132,-0.2794150114059448,0.0006406947090643568
0.7333333333333333,0.89,0.9,0.01,0.0,0.0,0.0,0.0,0.08,0.0020993947982788086,0.3012734651565552,0.02356940507888794,-0.27980345487594604,0.0028857988584334933
0.7666666666666667,0.85,0.85,0.01,0.0,0.0,0.0,0.01,0.13,0.0034924745559692383,0.30452272295951843,0.02602851390838623,-0.28198668360710144,0.0007973379438036326
0.8,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.04,0.0025407373905181885,0.30173417925834656,0.02389627695083618,-0.28037863969802856,0.00172494045309711
0.8333333333333334,0.85,0.87,0.01,0.01,0.0,0.0,0.0,0.11,0.0008064210414886475,0.3002622723579407,0.026377499103546143,-0.2746911942958832,0.0007499828843999212
0.8666666666666667,0.84,0.85,0.01,0.0,0.0,0.0,0.0,0.13,0.004354119300842285,0.30133387446403503,0.024080932140350342,-0.281607061624527,0.0015334111520862717
0.9,0.8099999999999999,0.82,0.01,0.01,0.0,0.0,0.01,0.15,0.005571097135543823,0.2975204586982727,0.0261957049369812,-0.2768958508968353,0.0008444722536775403
0.9333333333333333,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.05,0.006771057844161987,0.2984386384487152,0.023867487907409668,-0.28134220838546753,0.0002512468417095205
0.9666666666666667,0.86,0.87,0.01,0.0,0.0,0.0,0.0,0.11,0.007046878337860107,0.29936930537223816,0.02627354860305786,-0.2801426351070404,0.0009818160141665503
1.0,0.96,0.96,0.0,0.0,0.0,0.0,0.0,0.03,0.007047086954116821,0.2960493564605713,0.027791500091552734,-0.2753049433231354,0.0027722028488635104
1.0333333333333334,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.04,0.0054042041301727295,0.2926896810531616,0.026308178901672363,-0.271785706281662,0.001023770024232852
1.0666666666666667,0.85,0.86,0.0,0.01,0.0,0.0,0.0,0.12,0.005989432334899902,0.2981317639350891,0.028347373008728027,-0.275773823261261,0.0021387595730275252
1.1,0.82,0.85,0.01,0.01,0.01,0.0,0.0,0.11,0.006352037191390991,0.29417434334754944,0.02234894037246704,-0.2781774401664734,0.0021911249582555743
1.1333333333333333,0.7899999999999999,0.82,0.01,0.01,0.01,0.0,0.0,0.14,0.005896538496017456,0.29214271903038025,0.025161802768707275,-0.27287745475769043,0.001420834646749533
1.1666666666666667,0.82,0.84,0.01,0.01,0.0,0.0,0.0,0.14,0.005672067403793335,0.2948049306869507,0.02415180206298828,-0.27632519602775574,0.00133314947259081
1.2,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.04,0.004336118698120117,0.3010728359222412,0.023526370525360107,-0.2818825840950012,0.003793464571685064
1.2333333333333334,0.84,0.87,0.01,0.01,0.01,0.0,0.0,0.09,0.01614019274711609,0.30976882576942444,0.02960425615310669,-0.29630476236343384,0.01016993876792273
1.2666666666666666,0.7,0.76,0.03,0.02,0.02,0.0,0.01,0.15,0.007115423679351807,0.31662920117378235,0.026096880435943604,-0.29764774441719055,0.00990115548778657
1.3,0.41000000000000003,0.55,0.07,0.04,0.06,0.0,0.03,0.25,0.006815433502197266,0.3242187201976776,0.02077627182006836,-0.3102578818798065,0.011541205335856949
1.3333333333333333,0.15,0.33,0.04,0.09,0.08,0.0,0.03,0.44,0.011958926916122437,0.30388566851615906,0.020885884761810303,-0.2949587106704712,0.004069543749431158
1.3666666666666667,0.08999999999999997,0.21,0.03,0.06,0.05,0.0,0.02,0.63,0.01717439293861389,0.30112653970718384,0.017712116241455078,-0.30058881640434265,0.005867421639457393
1.4,-0.020000000000000004,0.06,0.03,0.02,0.04,0.0,0.01,0.84,0.023408472537994385,0.2891599237918854,0.024394452571868896,-0.28817394375801086,0.005165683687732832
1.4333333333333333,-0.06,0.08,0.04,0.05,0.06,0.0,0.01,0.76,0.0164528489112854,0.29646947979927063,0.011798560619354248,-0.3011237680912018,0.007824133645657405
1.4666666666666666,-0.14,0.05,0.05,0.06,0.1,0.0,0.02,0.71,0.017584264278411865,0.29085463285446167,0.010740458965301514,-0.297698438167572,0.001972129177349741
1.5,-0.18,0.06,0.06,0.11,0.08,0.0,0.01,0.68,0.020674049854278564,0.2843252420425415,0.01365351676940918,-0.2913457751274109,0.00653670416963329
1.5333333333333334,-0.14,0.03,0.05,0.08,0.06,0.0,0.02,0.77,0.01922169327735901,0.28652864694595337,0.014135539531707764,-0.2916148006916046,0.004306416749732569
1.5666666666666667,-0.08,0.01,0.04,0.03,0.03,0.0,0.01,0.89,0.012300878763198853,0.2922030985355377,0.010308623313903809,-0.29419535398483276,0.012907607908581328
1.6,-0.24000000000000002,0.02,0.12,0.11,0.03,0.0,0.0,0.72,0.014745503664016724,0.30087730288505554,0.010095953941345215,-0.30552685260772705,0.010867769119152474
1.6333333333333333,-0.09000000000000001,0.01,0.04,0.05,0.01,0.0,0.0,0.88,0.01343509554862976,0.2995392382144928,0.012221336364746094,-0.30075299739837646,0.01421186462787188
1.6666666666666667,-0.030000000000000006,0.03,0.02,0.04,0.01,0.0,0.01,0.89,0.008229225873947144,0.29273170232772827,0.01584988832473755,-0.28511103987693787,0.01154481500582663
1.7,-0.17,0.08,0.07,0.11,0.08,0.0,0.01,0.66,0.0016687512397766113,0.30436593294143677,0.017769217491149902,-0.2882654666900635,0.0074142702024089695
1.7333333333333334,0.010000000000000009,0.17,0.05,0.06,0.05,0.0,0.0,0.68,0.005559086799621582,0.3052554428577423,0.013573229312896729,-0.29724130034446716,0.0020269904035114506
1.7666666666666666,-0.07,0.12,0.08,0.06,0.06,0.0,0.01,0.67,0.009140878915786743,0.3103339672088623,0.00699770450592041,-0.31247714161872864,0.0038461372165925767
1.8,-0.10000000000000003,0.11,0.08,0.07,0.07,0.0,0.01,0.66,0.004875093698501587,0.3032015264034271,0.014119565486907959,-0.29395705461502075,0.006423633055348854
1.8333333333333333,-0.040000000000000036,0.11,0.05,0.07,0.04,0.0,0.01,0.72,0.0045357346534729,0.30720216035842896,0.01163715124130249,-0.30010074377059937,0.0012490143463904108
1.8666666666666667,0.009999999999999995,0.12,0.05,0.04,0.03,0.0,0.01,0.76,0.004236787557601929,0.3135973811149597,0.005095183849334717,-0.31273898482322693,0.002077421037234581
1.9,-2.7755575615628914e-17,0.12,0.06,0.04,0.04,0.0,0.02,0.73,0.004625588655471802,0.30939021706581116,0.0037159323692321777,-0.3102998733520508,0.0026681381498658324
1.9333333333333333,-0.020000000000000004,0.08,0.05,0.04,0.02,0.0,0.01,0.8,0.00029736757278442383,0.3094731271266937,0.003461182117462158,-0.306309312582016,0.001216767194023236
1.9666666666666666,-0.07000000000000002,0.06,0.06,0.04,0.04,0.0,0.01,0.79,0.0024419426918029785,0.3041101098060608,0.0053765177726745605,-0.3011755347251892,0.0037482618920207022
2.0,-1.3877787807814457e-17,0.1,0.04,0.04,0.03,0.0,0.01,0.78,0.007268458604812622,0.29994720220565796,0.005972325801849365,-0.3012433350086212,0.0020145948785060767
2.033333333333333,-0.03,0.06,0.04,0.03,0.02,0.0,0.0,0.85,0.008045017719268799,0.2972935736179352,0.009619951248168945,-0.29571864008903503,0.0038811490970847265
2.066666666666667,-0.06,0.03,0.04,0.03,0.02,0.0,0.0,0.88,0.004522740840911865,0.2956700623035431,0.007476210594177246,-0.2927165925502777,0.0018581782873469143
2.1,-0.07,0.03,0.03,0.04,0.03,0.0,0.0,0.87,0.004887908697128296,0.3009117543697357,0.005235612392425537,-0.3005640506744385,0.0028595939418444563
2.1333333333333333,-0.08,0.01,0.04,0.02,0.03,0.0,0.0,0.89,0.0056258440017700195,0.29816147685050964,0.003978908061981201,-0.29980841279029846,0.0024737245942600184
2.1666666666666665,-0.17000000000000004,0.09,0.09,0.1,0.09,0.0,0.02,0.61,0.007914304733276367,0.3094104528427124,0.007048070430755615,-0.31027668714523315,0.0011561768166118297
2.2,-0.21000000000000002,0.09,0.12,0.13,0.08,0.0,0.03,0.55,0.008489012718200684,0.30886226892471313,0.005741298198699951,-0.31160998344421387,0.003768673102871317
