time,valence,comfort,saccade,frown,mouth_open,jaw,happy,surprise,neutral,sad,angry,fear,disgust
12.8,-0.04,0.07590339770117757,0.01901680276060308,0.20843108998202076,0.2596561509135621,1.0,0.03,0.01,0.88,0.03,0.04,0.01,0.0
13.0,-0.04,0.09901139218465474,0.001283045860840448,0.19481191980393212,0.257661145201011,0.9977926825202577,0.03,0.01,0.87,0.03,0.04,0.01,0.0
13.2,0.020000000000000004,0.04088072824403878,0.11693221755550966,0.29362079119517576,0.4676650520871984,1.0,0.09,0.02,0.8,0.06,0.02,0.01,0.0
13.4,-0.049999999999999996,0.018929241368553656,0.8547210378377844,0.40821769358912163,0.2075569461757929,0.9852386601131393,0.04,0.0,0.86,0.03,0.04,0.02,0.0
13.6,0.09,0.042489006253449764,0.7365668740993156,0.5804957873255605,0.19998700783316853,0.9645003589328353,0.13,0.0,0.83,0.01,0.02,0.01,0.0
13.8,0.09,0.46995612964727224,1.0,0.7633320681645196,0.43801212458564437,0.9012020441220081,0.22,0.03,0.6,0.04,0.1,0.02,0.0
14.0,0.21000000000000002,0.18271755406826898,0.9387339946650727,1.0,0.32697527886208366,0.9121698214931493,0.26,0.01,0.67,0.01,0.04,0.01,0.0
14.2,0.25,0.5201734256709356,0.8924431893975684,0.8232937528740696,0.49632293970249236,0.8922766993102317,0.37,0.02,0.48,0.05,0.07,0.02,0.0
14.4,0.18,0.0,0.8642959464381366,0.7782411101565544,0.20030103651014416,0.9564892986631482,0.25,0.0,0.69,0.02,0.04,0.01,0.0
14.6,-0.14,0.08807719439009444,0.6015665638079662,0.5904676690581051,0.30653385921848153,0.9646659394550774,0.23,0.05,0.3,0.18,0.17,0.07,0.0
14.8,0.14,0.07242218054800936,0.687780781346122,0.43368023224071683,0.24307297379923315,0.9774902918416718,0.16,0.01,0.79,0.01,0.02,0.0,0.0
15.0,0.48000000000000004,0.1189385291278962,0.6281775123061748,0.440758110667062,0.22205891362702843,0.9683806352679047,0.54,0.01,0.38,0.03,0.03,0.01,0.0
15.2,0.2,0.06182834928203852,0.6406985400958579,0.41038749250232726,0.2570638749722534,0.9823461384255803,0.23,0.01,0.71,0.01,0.03,0.0,0.0
15.4,0.26,0.1798906038588451,0.5964980221966487,0.42208920959844776,0.322602275599572,0.9686093200638625,0.29,0.01,0.66,0.02,0.02,0.0,0.0
15.6,0.13,0.10230550007075026,0.6291972081182381,0.3785271896535585,0.24494606249601722,0.9785597910742979,0.14,0.02,0.8,0.01,0.02,0.0,0.0
15.8,0.23,0.18990033415622387,0.5196377946452926,0.40731431427506326,0.24704328146421137,0.9629836740833025,0.24,0.01,0.72,0.01,0.01,0.0,0.0
16.0,0.07000000000000002,0.026115098911559092,0.4308785097671429,0.43905735604983687,0.2571168288275866,0.9848471226453883,0.13,0.01,0.78,0.01,0.06,0.0,0.0
16.2,0.03999999999999998,0.10208084585206101,0.6664713797725821,0.3248872839652332,0.27099320189488635,0.9857154883715896,0.13,0.12,0.53,0.08,0.1,0.03,0.0
16.4,0.29000000000000004,0.0,0.4786647162520697,0.34955901393380534,0.24942743643921067,1.0,0.34,0.0,0.6,0.02,0.03,0.0,0.0
16.6,0.11,0.029014061569165566,0.2299218172358865,0.3593292066190783,0.41881573628487506,1.0,0.2,0.02,0.67,0.06,0.03,0.02,0.0
16.8,-0.04000000000000001,0.26092553475859265,0.42803530535842405,0.506864275653956,0.6356309867489143,0.9715334848166276,0.18,0.03,0.54,0.06,0.14,0.05,0.0
17.0,-0.08000000000000002,0.372163840506337,0.2973922043076984,0.602136553053507,0.5845243589273896,0.9420917039943828,0.15,0.01,0.61,0.07,0.13,0.04,0.0
17.2,0.01999999999999999,0.23311149601183326,0.15247611303387418,0.7004632469084826,0.7792467683524372,0.9674811720465871,0.21,0.0,0.59,0.06,0.09,0.04,0.0
17.4,0.06,0.23797941441077375,0.3638761479455231,0.8199044387913147,0.9603452591367734,0.9685563088368074,0.15,0.01,0.74,0.02,0.06,0.02,0.0
17.6,0.30000000000000004,0.2109753618333159,0.9790238723631323,0.8363003512016077,1.0,1.0,0.53,0.01,0.22,0.03,0.08,0.13,0.0
17.8,-0.18000000000000005,0.621418003887564,0.27762143937690326,0.3985187956368377,0.9668031665174017,0.9532312450154501,0.11,0.01,0.58,0.03,0.17,0.1,0.0
18.0,-0.37,0.797516444534935,0.18377048671738078,0.3711491228777859,1.0,0.9329118052715593,0.1,0.01,0.41,0.04,0.33,0.11,0.0
18.2,-0.41000000000000003,0.593073411890092,0.4459262910232251,0.5539882179825208,0.8374615276386809,0.9327990086555014,0.14,0.0,0.3,0.22,0.16,0.17,0.0
18.4,-0.31000000000000005,0.44623572160873803,0.3323463851014639,0.5699404144888163,0.5928393456997013,0.9348835410401258,0.1,0.0,0.5,0.16,0.13,0.12,0.0
18.6,-0.36000000000000004,0.7761616761937491,0.26651320222895064,0.48240736797294287,1.0,0.9291744228358327,0.07,0.0,0.49,0.13,0.2,0.1,0.0
18.8,-0.25000000000000006,0.6269752722178249,0.15040403281128975,0.6204395995712565,0.8486717356642072,0.9221772136496162,0.05,0.0,0.65,0.1,0.13,0.07,0.0
19.0,-0.23,0.5779944976334676,0.12038656976095173,0.672131095254079,0.5118051692198949,0.8995298717968938,0.09,0.0,0.59,0.08,0.18,0.06,0.0
19.2,-0.31,0.463584566710639,0.08118919212418062,0.6710823122082666,0.31557788511537976,0.9020449499106873,0.04,0.0,0.61,0.17,0.12,0.06,0.0
19.4,-0.64,0.6256962818988214,0.16414433284671331,0.6645335157477875,1.0,0.9585004518707001,0.03,0.0,0.29,0.12,0.5,0.05,0.0
19.6,-0.25,0.4785083772327164,1.0,0.17175370221353273,0.5471980483425605,0.9653418098679417,0.02,0.01,0.68,0.14,0.12,0.02,0.0
19.8,-0.6499999999999999,0.5631993247325027,1.0,0.17072743329392748,0.3725340667237054,0.9400330861890219,0.05,0.0,0.24,0.42,0.14,0.14,0.0
20.0,-0.38,0.181149282974515,1.0,0.833724359928083,0.36739015384634377,0.931830803602874,0.01,0.0,0.59,0.1,0.17,0.12,0.0
20.2,-0.73,0.46203352936516806,0.4292172114820207,0.9292658687535267,0.8083332127504274,0.9136317674770094,0.0,0.0,0.26,0.48,0.14,0.11,0.0
20.4,-0.26,0.3741241793735295,0.663638191220483,1.0,0.20305340550246,0.8712013267428043,0.0,0.0,0.73,0.05,0.15,0.06,0.0
20.6,-0.3,0.6500223330913014,0.5897322166485738,0.7994259648288079,0.4082040299731141,0.8689008395309831,0.0,0.0,0.7,0.09,0.12,0.09,0.0
20.8,-0.27,0.7836103483980705,0.266532750847891,0.8197177591615145,0.37172128661859205,0.8445048546122316,0.01,0.0,0.71,0.12,0.1,0.06,0.0
21.0,-0.36,0.8504772917361527,0.1595195399827318,0.8007749362240477,0.6947558134558834,0.8603142028165993,0.01,0.0,0.62,0.11,0.19,0.06,0.01
21.2,-0.35000000000000003,0.8964489307720944,0.022348221954330418,0.8688857965319622,0.8410993343515673,0.8577262001674746,0.01,0.0,0.63,0.08,0.18,0.1,0.0
21.4,-0.18,0.5409320909688323,0.1150945566358368,1.0,0.30226060624159745,0.85717235559802,0.01,0.0,0.79,0.09,0.07,0.03,0.0
21.6,-0.21000000000000002,0.45710590833824716,0.16711147391924802,1.0,0.10273047934630326,0.8448193757689783,0.01,0.0,0.77,0.08,0.08,0.06,0.0
21.8,-0.23,0.5213280868058974,0.21603542982011084,1.0,0.10364670419206747,0.837717144340483,0.01,0.0,0.74,0.1,0.08,0.06,0.0
22.0,-0.28,0.5383150231938552,0.1167895772290973,1.0,0.14750973719802082,0.8434402655104133,0.01,0.0,0.7,0.16,0.08,0.05,0.0
22.2,-0.19,0.7022910606516533,0.20062355192165174,1.0,0.19125331615822266,0.8251366617840113,0.01,0.0,0.78,0.11,0.05,0.04,0.0
22.4,-0.18,0.5151073191667406,0.16634224484868013,0.9189675321909797,0.2531526785876471,0.8657967275769455,0.01,0.0,0.8,0.12,0.03,0.04,0.0
22.6,-0.19,0.5055161227562349,0.2760136945463591,0.9591458665846659,0.45993625217857453,0.8785873455463229,0.0,0.0,0.8,0.05,0.11,0.03,0.0
22.8,-0.19,0.6444509084678081,0.07838426248833,0.8194597847987253,0.4013212602648129,0.8672738585949705,0.01,0.0,0.79,0.08,0.07,0.05,0.0
23.0,-0.07,0.6081141657040897,0.11665839044072478,0.7914437689998124,0.2561993724968146,0.8646423012670134,0.01,0.0,0.91,0.03,0.03,0.02,0.0
23.2,-0.14,0.6307162265772585,0.040871334608826575,0.7433376479154645,0.31460747492927466,0.8702787677210202,0.01,0.0,0.84,0.05,0.06,0.04,0.0
23.4,-0.09000000000000001,0.5938753966762621,0.01816553449528737,0.7773536783485594,0.27838580639639504,0.8697497465906495,0.01,0.0,0.88,0.03,0.05,0.02,0.0
23.6,0.0,0.4041546012476861,0.31039383794036485,0.7418976819268045,0.19566695842599,0.8951068441508615,0.01,0.01,0.96,0.0,0.01,0.01,0.0
23.8,0.010000000000000002,0.78521000953334,0.19532869238310982,0.6501094655577964,0.507316406366655,0.8707204067086808,0.01,0.03,0.93,0.0,0.02,0.01,0.0
24.0,-0.04000000000000001,0.5403286020334219,0.11038361368698708,0.561665535019129,0.6883668692356889,0.9288383971247147,0.01,0.12,0.7,0.01,0.07,0.09,0.0
24.2,-0.32,0.7534137439511849,0.5197994498450432,0.522322099472288,0.6963173364457074,0.9017592530403497,0.01,0.0,0.64,0.23,0.07,0.03,0.0
24.4,-0.07,0.5449734049411984,0.18962077206292183,0.5340407021630639,0.28742983229329333,0.9012261401343058,0.01,0.0,0.91,0.04,0.03,0.01,0.0
24.6,-0.09,0.548605417391843,0.2585569343462121,0.6255231016510927,0.2172622795218516,0.8866413239964044,0.02,0.0,0.87,0.05,0.04,0.02,0.0
24.8,-0.16,0.4743728931358039,0.17968944657970468,0.651009092517487,0.2380066444773596,0.8966692659595857,0.01,0.0,0.82,0.08,0.07,0.02,0.0
25.0,-0.15000000000000002,0.84365026545204,0.5494751095431208,0.8977920584046459,0.8718236538098617,0.8649930119063808,0.07,0.0,0.71,0.07,0.1,0.05,0.0
25.2,0.43,0.5699808046818674,0.6871211407777816,1.0,0.5996100502722975,0.8508666565005742,0.63,0.0,0.17,0.06,0.13,0.01,0.0
25.4,0.06999999999999995,0.8004969597513808,0.2553830631287563,1.0,1.0,0.8465046417762467,0.47,0.0,0.13,0.03,0.35,0.02,0.0
25.6,-0.04999999999999999,0.8923122156931618,0.4427852752072852,1.0,1.0,0.8442240678727018,0.4,0.0,0.15,0.05,0.37,0.03,0.0
25.8,0.43000000000000005,0.9919829833969451,0.5236193055634123,0.915531313678627,1.0,0.8744407400791023,0.67,0.03,0.04,0.06,0.14,0.07,0.0
26.0,-0.31999999999999995,1.0,0.3686350942874382,0.7202034451491163,1.0,0.8837442558914307,0.25,0.03,0.11,0.17,0.35,0.08,0.0
26.2,-0.18000000000000002,0.744782713516447,0.4058756225209363,0.5107470243360822,0.6836576705660622,0.9032215627376029,0.12,0.02,0.54,0.07,0.17,0.08,0.0
26.4,-0.64,1.0,0.23039454900778716,0.4844570915463775,1.0,0.9098022291602876,0.11,0.02,0.1,0.25,0.45,0.07,0.0
26.6,0.020000000000000004,0.7613791208584915,0.3100676079878939,0.38893246831558903,0.33063278933509394,0.8865110691374742,0.05,0.0,0.92,0.01,0.01,0.01,0.0
26.8,0.009999999999999998,0.8993392765555595,0.021251242227595,0.3849671678373702,0.4037522116701066,0.8719130229248961,0.03,0.0,0.96,0.01,0.01,0.0,0.0
27.0,-0.009999999999999998,1.0,0.4131878478237774,0.44071214432605593,0.6050593714315805,0.8663092452121008,0.01,0.01,0.96,0.01,0.01,0.01,0.0
27.2,-0.05,0.6890780073921698,0.3715611459816138,0.6951996318189899,0.49539686297666613,0.8796716206355467,0.0,0.01,0.93,0.01,0.02,0.03,0.0
27.4,-0.42,0.8794961541351977,0.20392228330454715,0.7325955954489201,1.0,0.8966728576293433,0.02,0.03,0.48,0.1,0.22,0.15,0.0
27.6,-0.13,0.6234048088681912,0.12794783303486737,0.702640550530424,0.2572030327781289,0.8710651160770608,0.0,0.01,0.85,0.03,0.06,0.05,0.0
27.8,-0.1,0.5252115273341709,0.05505151775967876,0.7479173964214177,0.5684251554211055,0.9041623528932198,0.01,0.05,0.79,0.02,0.08,0.06,0.0
28.0,-0.5499999999999999,0.6682116311675043,0.017400439731664916,0.7261781313913154,0.827250053954438,0.9042543723816927,0.01,0.02,0.38,0.08,0.32,0.18,0.0
28.2,-0.76,0.6332314305900629,0.06616206145626566,0.7094173025187497,0.7216822331502842,0.9032519782701071,0.01,0.03,0.16,0.07,0.46,0.27,0.0
28.4,-0.10000000000000002,0.5551290066079727,0.20461354342513907,0.7244417294075958,0.381791139526944,0.8882376620790421,0.01,0.0,0.88,0.04,0.05,0.02,0.0
28.6,-0.060000000000000005,0.664615624940951,0.13428367877905412,0.7877533284790381,0.6471724642415246,0.885520904888734,0.01,0.0,0.93,0.03,0.03,0.01,0.0
28.8,-0.06,0.7213832840396839,0.07334101606005741,0.8003565487120331,0.8841089482471516,0.8934073478570851,0.02,0.05,0.79,0.03,0.06,0.04,0.0
29.0,-0.08000000000000002,0.9925846258593253,0.15899679364710026,0.6551479393852185,0.8707497988831058,0.8664305436287241,0.01,0.02,0.86,0.04,0.04,0.03,0.0
29.2,-0.12,0.6985362577444922,0.05063705365378558,0.667713636074535,0.5087276881855337,0.881922824682593,0.01,0.02,0.82,0.04,0.05,0.06,0.0
29.4,-0.19999999999999998,0.6058728551907832,0.0838046944567916,0.7386462668670679,0.4861952069987762,0.8870730972582753,0.01,0.03,0.73,0.05,0.11,0.08,0.0
29.6,-0.21,0.9029755974432747,0.5422214048387811,0.7654727863313744,0.6293996726097115,0.8511546265796193,0.01,0.0,0.76,0.11,0.05,0.06,0.0
29.8,-0.52,0.686114110432997,0.3831216652085598,0.963872894999557,0.34763713432207255,0.8431571146338279,0.01,0.0,0.46,0.28,0.15,0.1,0.0
30.0,-0.16,0.6146112888067848,0.3149729334337313,0.9737040634433074,0.3581072198579425,0.8535405864388361,0.0,0.0,0.83,0.1,0.03,0.03,0.0
30.2,-0.15,0.6320315308658583,0.05628923045644796,0.9141757756632434,0.368686907559502,0.8575182470349277,0.01,0.0,0.84,0.09,0.03,0.04,0.0
30.4,-0.29,0.5875112196317501,0.035038979364381856,0.8992836192658638,0.5904527277546865,0.881913231741848,0.01,0.0,0.69,0.15,0.06,0.09,0.0
30.6,-0.52,0.5235106179277387,0.059706623725047064,0.8764327192542878,0.530749103094076,0.8891748605649014,0.01,0.0,0.46,0.21,0.22,0.1,0.0
30.8,-0.15,0.5880202306971091,0.04942926082087551,0.8443022468910343,0.5354792370088345,0.8831083030234672,0.01,0.0,0.83,0.08,0.03,0.05,0.0
31.0,-0.060000000000000005,0.5598972154632758,0.03600118278689057,0.847502067078213,0.4524808419416707,0.880824546627732,0.01,0.0,0.92,0.04,0.01,0.02,0.0
31.2,-0.060000000000000005,0.5552281006606,0.026456441116192612,0.874867987482897,0.39394466506840486,0.8745396701220455,0.01,0.0,0.92,0.04,0.01,0.02,0.0
31.4,-0.15,0.6625851200986063,0.026392982755323435,0.8657300665086056,0.7229888387435045,0.8838606441772462,0.01,0.0,0.84,0.06,0.05,0.05,0.0
31.6,-0.07999999999999999,0.9056945289804247,0.9086284611996742,0.24802218091713937,0.6445050677147434,0.9020244455681471,0.03,0.04,0.78,0.04,0.08,0.03,0.0
31.8,-0.06999999999999999,0.8932917696357479,1.0,0.24135424720548118,0.365622972860226,0.883911427659768,0.02,0.0,0.88,0.04,0.04,0.01,0.0
32.0,-0.23,1.0,1.0,0.6597783446751376,1.0,0.8720306842075877,0.02,0.01,0.71,0.05,0.12,0.09,0.0
32.2,-0.29,0.6756292210758152,0.35384144062409656,0.6876602138054,0.6954934729755242,0.8971636433892566,0.04,0.0,0.63,0.04,0.25,0.04,0.0
32.4,-0.37,0.7712943732858187,0.046645447240153515,0.6797774553671524,0.6371949727087537,0.8794902640448756,0.08,0.01,0.46,0.07,0.29,0.09,0.01
32.6,-0.29999999999999993,0.9682262613888146,0.7568551986504551,0.5383774857236991,0.6373538342747531,0.8641144622051706,0.07,0.01,0.53,0.04,0.31,0.03,0.0
32.8,0.42000000000000004,1.0,1.0,0.24534487607568292,0.7846665338715343,0.89645672094545,0.49,0.02,0.39,0.03,0.04,0.02,0.0
33.0,-0.29000000000000004,1.0,0.8967259694151103,0.3904615527204853,0.7572647609641429,0.857271558426008,0.22,0.0,0.26,0.08,0.39,0.04,0.0
33.2,-0.19,0.8190041589343041,0.8095888066364076,0.7842251772846731,0.51232731886318,0.8530981290960408,0.01,0.0,0.78,0.1,0.06,0.04,0.0
33.4,-0.26,0.7095200025653662,0.2863926157893171,0.6905992453640136,1.0,0.9173885631150965,0.03,0.0,0.67,0.11,0.11,0.07,0.0
33.6,-0.12000000000000002,0.5806177203185459,1.0,0.05981721906638801,0.3982105291352425,0.9501061286129567,0.02,0.01,0.82,0.05,0.06,0.04,0.0
33.8,0.31,0.5385839927652721,0.9784520491278815,0.8113912848192694,0.3758652336696626,0.8818163930509156,0.37,0.02,0.53,0.02,0.04,0.02,0.0
