time_5fps,valence_score,comfort_score,engagement_score
16.2,0.09599999999999997,0.4172432234698631,0.5799927096604811
16.4,0.2585,0.4784946402507938,0.4860893779002249
16.6,0.14150000000000001,0.6258772320053844,0.3617179283921333
16.8,0.043999999999999984,0.5674158911851179,0.4607746724534021
17.0,0.01799999999999998,0.5757594600390854,0.3954531219280393
17.2,0.08299999999999999,0.6626446112196367,0.3229950762911271
17.4,0.10899999999999999,0.5965817869254283,0.4286950937469516
17.6,0.265,0.3575003456942648,0.7362689559557561
17.8,-0.04700000000000004,0.759436735513408,0.38556773946264167
18.0,-0.17049999999999998,0.815147068449712,0.33864226313288043
18.2,-0.1965,0.6066714764875579,0.4697201652858026
18.4,-0.13150000000000006,0.57393112532268,0.412930212324922
18.6,-0.16400000000000003,0.7486725087165368,0.38001362088866536
18.8,-0.09250000000000004,0.7083080277033692,0.3219590361798349
19.0,-0.07950000000000003,0.6037475942853641,0.3069503046546659
19.2,-0.1315,0.5608729950224617,0.2873516158362803
19.4,-0.34600000000000003,0.7349822121369785,0.3288291861975467
19.6,-0.09250000000000001,0.41263330383870833,0.7467570197741901
19.8,-0.3524999999999999,0.3605419900289334,0.7467570197741901
20.0,-0.17700000000000005,0.1600997381754782,0.7467570197741901
20.2,-0.40449999999999997,0.4920333186062619,0.4613656255152004
20.4,-0.09900000000000002,0.19546074516254483,0.5785761153844315
20.6,-0.125,0.34674053288386236,0.5416231280984769
20.8,-0.10550000000000002,0.4589879578979669,0.38002339519813555
21.0,-0.16399999999999998,0.6043864471764581,0.3265167897655559
21.2,-0.15750000000000003,0.6827247725641493,0.2579311307513552
21.4,-0.047,0.44464035921814454,0.3043042980921084
21.6,-0.06650000000000002,0.3639745542361918,0.33031275673381405
21.8,-0.07950000000000003,0.3446798393295759,0.3547747346842455
22.0,-0.11200000000000003,0.39753709026776735,0.3051518083887387
22.2,-0.05350000000000002,0.3771265740788061,0.3470687957350159
22.4,-0.047,0.4337186459795282,0.3299281421985301
22.6,-0.05350000000000002,0.439831637859629,0.3847638670473696
22.8,-0.05350000000000002,0.5432047376444944,0.28594915101835505
23.0,0.024499999999999987,0.49276332487281077,0.3050862149945524
23.2,-0.02100000000000002,0.5550324142606125,0.26719268707860333
23.4,0.011499999999999982,0.5430434246162358,0.2558397870218337
23.6,0.06999999999999999,0.4119732477736097,0.40195393874437246
23.8,0.0765,0.5790306052894136,0.34442136596574496
24.0,0.043999999999999984,0.6938569547901732,0.3019488266176836
24.2,-0.138,0.5442787911540086,0.5066567446967116
24.4,0.024499999999999987,0.5501684302139,0.3415674058056509
24.6,0.011499999999999996,0.47409897962274283,0.37603548694729605
24.8,-0.034000000000000016,0.5042234869560799,0.3366017430640424
25.0,-0.027500000000000024,0.47241943480431636,0.5214945745457504
25.2,0.34950000000000003,0.3050345587705766,0.5903175901630808
25.4,0.11549999999999996,0.5978467747484975,0.3744485513385682
25.6,0.0375,0.522885889917086,0.46814965737783265
25.8,0.34950000000000003,0.515892883671047,0.5085666725558962
26.0,-0.13799999999999996,0.6364849287402898,0.43107456691790913
26.2,-0.04700000000000003,0.5895229448606194,0.4496948310346582
26.4,-0.34600000000000003,0.762505052932972,0.3619542942780836
26.6,0.08299999999999999,0.5584830531106939,0.401790823768137
26.8,0.07649999999999998,0.6971350162587829,0.2573826408879875
27.0,0.0635,0.5840290290021464,0.45335094368607876
27.2,0.03749999999999999,0.4914347109546573,0.4325375927649969
27.4,-0.203,0.6986524080435053,0.3487181614264636
27.6,-0.014500000000000013,0.5151896114603646,0.31073093629162374
27.8,0.0049999999999999906,0.6241317205960348,0.2742827786540294
28.0,-0.2875,0.7233614008762709,0.2554572396400225
28.2,-0.42400000000000004,0.6772146546069542,0.27983805050232285
28.4,0.004999999999999977,0.5153594056657489,0.3490637914867596
28.6,0.030999999999999986,0.6041122692171242,0.31389885916371707
28.8,0.030999999999999993,0.6957893134365125,0.28342752780421876
29.0,0.01799999999999998,0.7010818403905261,0.32625541659774016
29.2,-0.008000000000000007,0.6320493941717854,0.2720755466010828
29.4,-0.06000000000000001,0.5907428042567959,0.2886593670025858
29.6,-0.06650000000000002,0.4422895039479887,0.5178677221935806
29.8,-0.268,0.36188060571333075,0.43831785237846993
30.0,-0.034000000000000016,0.38933177355089804,0.4042434864910557
30.2,-0.02750000000000001,0.5138376473862983,0.274901635002414
30.4,-0.11850000000000001,0.5933351408008941,0.264276509456381
30.6,-0.268,0.5724122656619176,0.27661033163671356
30.8,-0.02750000000000001,0.58758139270699,0.27147165018462777
31.0,0.030999999999999986,0.5670931593442812,0.2647576111676353
31.2,0.030999999999999986,0.5451404268291753,0.2599852403322863
31.4,-0.02750000000000001,0.6466204385683403,0.2599535111518517
31.6,0.018000000000000002,0.4554934815594115,0.7010712503740272
31.8,0.024499999999999994,0.3372806176964234,0.7467570197741901
32.0,-0.07950000000000003,0.4020664965974587,0.7467570197741901
32.2,-0.11850000000000001,0.5608134015013987,0.4236777400862383
32.4,-0.17049999999999998,0.668567076306419,0.27007974339426677
32.6,-0.12499999999999996,0.42695082510513416,0.6251846190994176
32.8,0.343,0.4617964973387554,0.7467570197741901
33.0,-0.11850000000000004,0.4513505747070531,0.6951200044817452
33.2,-0.05350000000000002,0.294595119818989,0.6515514230923939
33.4,-0.09900000000000002,0.678263180075069,0.3899533276688486
33.6,-0.008000000000000021,0.4015179930206564,0.7467570197741901
33.8,0.2715,0.17796136500396537,0.7359830443381308
34.0,0.024499999999999994,0.5361403924352851,0.43446649697114803
34.2,0.056999999999999995,0.5038208366573298,0.5162722791992883
34.4,-0.07300000000000002,0.6549887108911525,0.4616131096905094
34.6,0.04399999999999999,0.2287983410504183,0.6882131604301374
34.8,0.05049999999999999,0.35463259783061085,0.5304340527771442
35.0,-0.203,0.588487930550695,0.5425799693676627
35.2,-0.09900000000000002,0.4449779743011593,0.3666053465980825
35.4,-0.09900000000000002,0.3333841159654418,0.44102310949095413
35.6,-0.3395,0.49270286786200657,0.4723111690099876
35.8,-0.2745,0.5395920134091471,0.30626521091893455
36.0,-0.32,0.7461679162957885,0.2670046340742275
36.2,-0.15749999999999997,0.46386962025803996,0.30310185976001386
36.4,-0.36549999999999994,0.45885720885955,0.29664945201980336
36.6,0.0895,0.540603470150991,0.3357011483632359
36.8,0.011499999999999982,0.43060139295421723,0.48914179956671733
37.0,0.0635,0.5465323169543308,0.3224322297208002
37.2,0.0635,0.5266151774035144,0.33302803661136354
37.4,0.05049999999999999,0.4947269280481158,0.3265948846460162
37.6,-0.008000000000000021,0.6194091440324324,0.32972090769359425
37.8,-0.008000000000000007,0.5673249499756616,0.29073565251874045
38.0,-0.4954999999999999,0.585558232852422,0.3280634974333267
38.2,-0.2745,0.4997576670121015,0.2860640324107783
38.4,-0.2745,0.49928338240736186,0.3327614909732066
38.6,-0.11850000000000001,0.5175403266131353,0.26493151724752323
38.8,0.017999999999999988,0.5534231182527578,0.25792292678623363
39.0,0.03749999999999999,0.5648341008755525,0.2566716867872584
39.2,0.017999999999999988,0.5498205626533399,0.26503989941847794
39.4,0.011499999999999996,0.5476320110079466,0.27947768870000095
39.6,-0.008000000000000021,0.5052043800915973,0.3318121333426387
39.8,-0.02100000000000002,0.38429197562883954,0.3928694561030491
40.0,0.0049999999999999906,0.39634724356365675,0.37239070616968006
40.2,-0.15099999999999997,0.6656306084008888,0.3397053419323645
40.4,0.011499999999999982,0.4074030956723188,0.493376919770421
40.6,0.056999999999999995,0.657167244750003,0.27107608380893805
40.8,-0.008000000000000007,0.4731454969572637,0.34628504845436686
41.0,-0.040499999999999994,0.34883064597239843,0.45385483748725786
41.2,-0.06650000000000002,0.48818881985699836,0.3690068115687474
41.4,-0.02750000000000001,0.5043789097798808,0.3002337720454656
41.6,-0.06650000000000002,0.5769411131062251,0.25636512328271255
41.8,-0.08600000000000001,0.5247596685115329,0.32719785953846015
42.0,-0.08600000000000003,0.5094896890228899,0.35915046792496486
42.2,-0.040499999999999994,0.33108937959979845,0.7467570197741901
42.4,-0.28750000000000003,0.453072389555241,0.4872007569474267
42.6,-0.45,0.5782227864083199,0.34363447484155635
42.8,-0.37199999999999994,0.5792420727454226,0.3610205498976339
43.0,-0.014500000000000013,0.44368590735616203,0.4921207990715847
43.2,0.030999999999999986,0.41071878399947925,0.5515759895518347
43.4,0.017999999999999988,0.647728407685968,0.2553111615145834
43.6,0.011499999999999982,0.5211253203464925,0.4497996350279372
43.8,0.0895,0.5649359012962243,0.33407686200886844
44.0,0.317,0.6422341120972184,0.4051805600245683
44.2,0.10899999999999999,0.5201514587821843,0.6861102491603762
44.4,-0.0015000000000000152,0.3165261593801426,0.7467570197741901
44.6,0.03749999999999999,0.16978788072032827,0.7467570197741901
44.8,0.06349999999999999,0.3730078454474927,0.5100470049041341
45.0,0.017999999999999988,0.32185101484597156,0.40765168220938575
45.2,0.05049999999999999,0.3498001514268941,0.3694652317748294
45.4,0.024499999999999987,0.41421720836293224,0.29005831374531077
45.6,-0.02100000000000002,0.3421249352472433,0.37382127129189585
45.8,-0.1315,0.4178223407893371,0.2725236341372789
46.0,-0.13149999999999995,0.4300204647761199,0.25878701125830683
46.2,0.024499999999999987,0.4248923172317137,0.27946666818034527
46.4,-0.008000000000000021,0.45175066283121373,0.25154644499236867
46.6,0.017999999999999988,0.45529653278408394,0.2650679173614715
46.8,0.030999999999999993,0.46877876301864985,0.25698988587859983
47.0,0.03749999999999999,0.5027420948295749,0.2532942115216102
47.2,0.030999999999999993,0.23171081841540717,0.6072682943535668
47.4,0.06349999999999999,0.38467793786080684,0.4923758887269285
47.6,0.06349999999999999,0.45600820351725013,0.4666229900615543
47.8,0.06349999999999999,0.475051107523601,0.4253664027265154
48.0,0.011499999999999982,0.4265800535258254,0.44526425037625705
48.2,0.05049999999999999,0.49893618608148144,0.3337357579763089
48.4,-0.014500000000000013,0.5282082583164008,0.2726314770694094
48.6,-0.04050000000000002,0.4815887477682621,0.2919804869666574
48.8,-0.008000000000000021,0.5065059865385675,0.2566483878060669
49.0,0.011499999999999982,0.4991393702596717,0.27039668728059474
49.2,0.03749999999999999,0.5182021746426888,0.25434618630823375
49.4,-0.04050000000000002,0.517531065828313,0.2761620295255031
49.6,0.004999999999999977,0.5338869101603976,0.25474676594857776
49.8,0.0049999999999999906,0.5300560068857624,0.2534939215347995
50.0,0.044,0.5357557243535431,0.25598138291729333
50.2,0.030999999999999986,0.5374681617895085,0.25490442105529815
50.4,0.043999999999999984,0.5614635528959554,0.24894021859052246
50.6,-0.15099999999999997,0.5070062325648872,0.3563198147691982
50.8,-0.29400000000000004,0.6070630738839322,0.514184901872824
51.0,-0.05350000000000002,0.5554509898642646,0.6576863428506691
51.2,-0.05350000000000002,0.6592682989935232,0.33726446948570693
51.4,0.3365,0.601789574167079,0.5461473871495073
51.6,0.05049999999999999,0.4887807732911701,0.43747629218936024
51.8,0.011499999999999996,0.7173482936320975,0.2818647030037249
52.0,-0.008000000000000007,0.611813734595424,0.5017458904442641
52.2,0.0505,0.6865524135953156,0.34029371649216494
52.4,0.011499999999999982,0.7486671432168114,0.3362265245311525
52.6,0.044000000000000004,0.44283374201383163,0.48752972792657057
52.8,-0.07950000000000003,0.3658252120991931,0.7101826942368777
53.0,-0.021000000000000005,0.6744368272255619,0.4043360205802454
53.2,-0.059999999999999984,0.8058068735067669,0.2756281350260437
53.4,0.03749999999999999,0.6767475435913322,0.40919913021411636
53.6,-0.008000000000000021,0.6749345382381905,0.32970885845166714
53.8,-0.027500000000000024,0.6998355641246035,0.27365816242210167
54.0,0.05049999999999999,0.6373411943198501,0.2875764846497397
54.2,0.05049999999999999,0.5125211876478061,0.4002855520676547
54.4,0.043999999999999984,0.6239886693203851,0.26834689247880894
54.6,0.0375,0.7380710066661594,0.29535020378098675
54.8,0.08299999999999999,0.5920665900460631,0.32466582991584647
55.0,0.05049999999999999,0.6908878757937076,0.2817926954808822
55.2,0.017999999999999988,0.6597780523923782,0.3388485683389069
55.4,0.024499999999999987,0.6349712436361619,0.45430239819805207
55.6,0.0049999999999999906,0.24984000205624882,0.7467570197741901
55.8,-0.15099999999999997,0.14108532620960323,0.7467570197741901
56.0,-0.11850000000000004,0.27286281596888423,0.6043237731487529
56.2,-0.047,0.44811430171625516,0.41480108911571917
56.4,0.011499999999999982,0.4859609105140982,0.494044333048134
56.6,0.017999999999999988,0.5035900754350594,0.5491545863942907
56.8,-0.040500000000000036,0.6115337373719868,0.36383267240042877
57.0,0.03749999999999999,0.6640655776402749,0.35554431529312114
57.2,0.017999999999999988,0.6728870727198407,0.28719271806953506
57.4,-0.014500000000000013,0.650441841292811,0.29786395045203884
57.6,-0.047,0.6833265753963235,0.3517949384398426
57.8,0.0049999999999999906,0.7173684324710876,0.2819096888297558
58.0,-0.014500000000000013,0.6947648318202193,0.2782421436644493
58.2,0.05049999999999999,0.7066927197894557,0.28995752112029305
58.4,0.024499999999999987,0.7403102508400832,0.28095867826378346
58.6,0.04399999999999999,0.7089967117764844,0.26769603845430384
58.8,0.024499999999999987,0.7092511777962976,0.2774093912929475
59.0,0.05699999999999999,0.7003123661834921,0.3084660214035162
59.2,0.06999999999999999,0.691730638900969,0.2822078326559161
59.4,0.031,0.6105627487420313,0.3667975295802946
59.6,0.06999999999999999,0.6457750302038223,0.3250971450997685
59.8,0.0765,0.6298648339522336,0.32476117033858476
60.0,0.06349999999999999,0.5075796423611922,0.4225900323491143
60.2,0.0895,0.5774395590346919,0.3919625448048707
60.4,0.09599999999999999,0.5459939597532808,0.3910813957280107
60.6,0.08299999999999999,0.6343722494913201,0.27302368870992216
