time,valence,comfort,saccade,frown,mouth_open,jaw,happy,surprise,neutral,sad,angry,fear,disgust
0.0,1.0,0.8627646929458263,0.0,0.2174486446132239,1.0,0.9607887170800374,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03333333333333333,1.0,0.857047959957638,0.10239574121036671,0.24226132443377835,1.0,0.9518597111839365,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06666666666666667,1.0,0.7419304653113251,0.011633356778633249,0.2564296501084037,1.0,0.962711403618156,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,1.0,0.6517788476582388,0.14921177807454086,0.3302008195044794,1.0,0.9666003678953555,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.13333333333333333,1.0,0.5007539675019406,0.5012560133988031,0.6537691581330025,1.0,0.9720362355947484,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16666666666666666,0.99,0.5461308454793024,0.12289442018648242,0.35001836555899485,0.9095483191643924,0.972263538991107,0.99,0.0,0.01,0.0,0.0,0.0,0.0
0.2,0.99,0.6723732997443367,0.44921712826236954,0.3233297141961084,0.9055645769791543,0.9535322651194194,0.99,0.0,0.01,0.0,0.0,0.0,0.0
0.23333333333333334,0.9299999999999999,0.5697591270504107,0.10716714502869704,0.4180668097276955,0.8092994463486937,0.9529327737577303,0.95,0.0,0.03,0.01,0.0,0.01,0.0
0.26666666666666666,0.97,0.8761131019565036,0.2247615642602873,0.04611523685179378,0.7921167814028851,0.9326650224005745,0.97,0.0,0.02,0.0,0.0,0.0,0.0
0.3,0.9,0.7770087399851128,0.11855192809060079,0.0265895796119285,0.652850560056395,0.9369577220895742,0.91,0.0,0.08,0.01,0.0,0.0,0.0
0.3333333333333333,0.87,0.7503273472816406,0.22835059961122872,0.09043759459754286,0.6930711764405344,0.9398294385059648,0.89,0.01,0.07,0.01,0.01,0.01,0.0
0.36666666666666664,0.9,0.8247963747858639,0.10123463834041621,0.13636001438564438,0.7243468847210165,0.9268424962547069,0.91,0.0,0.07,0.01,0.0,0.0,0.0
0.4,0.77,0.9879885253263891,0.09423721188124248,0.07061685268009328,0.807622276079258,0.9138512398227354,0.83,0.02,0.08,0.04,0.01,0.03,0.0
0.43333333333333335,0.88,1.0,0.2673649755496758,0.0014178978551072448,0.8238404755610753,0.9107588710385868,0.9,0.02,0.05,0.02,0.01,0.01,0.0
0.4666666666666667,0.78,0.8114424567330856,0.17527196241495563,0.3159217039148043,0.8366191801636303,0.9247735769661434,0.85,0.01,0.08,0.04,0.02,0.02,0.0
0.5,0.8200000000000001,0.8672281188560412,0.2289501896034317,0.49002059840189816,1.0,0.9192288660824919,0.86,0.02,0.06,0.03,0.01,0.02,0.0
0.5333333333333333,0.89,0.8402338125612334,0.05104706201853093,0.35718881669552893,1.0,0.9375029266772812,0.92,0.01,0.04,0.02,0.01,0.01,0.0
0.5666666666666667,0.8,0.9019582220690467,0.09058641735454423,0.41987779872370024,1.0,0.9203715846990607,0.86,0.01,0.06,0.04,0.01,0.02,0.0
0.6,0.87,0.9232368971840865,0.11018867909031348,0.4435879058319812,1.0,0.9204407913480113,0.9,0.01,0.06,0.02,0.01,0.01,0.0
0.6333333333333333,0.7899999999999999,0.7676268412871418,0.2501378532848721,0.3846007983691725,0.927837990535281,0.9349852427157171,0.83,0.01,0.11,0.03,0.01,0.01,0.0
0.6666666666666666,0.7799999999999999,0.7431071967040948,0.36889484765289143,0.24020212341655647,0.7093985956198094,0.9299571549725436,0.82,0.0,0.15,0.02,0.01,0.01,0.0
0.7,0.92,0.9801260204398687,0.066002642218737,0.0693534215334688,0.8439887329700583,0.9187719224418881,0.93,0.0,0.06,0.01,0.0,0.0,0.0
0.7333333333333333,0.89,0.9729455349654499,0.2972872210019969,0.07504312284385782,0.7320107753561864,0.908589826805957,0.9,0.0,0.08,0.01,0.0,0.0,0.0
0.7666666666666667,0.85,0.9325879452462921,0.0821396060990545,0.12483892850812006,0.8083849627801493,0.9183890389035381,0.85,0.01,0.13,0.01,0.0,0.0,0.0
0.8,0.95,0.9623130837105562,0.1776987166643802,0.09081896757434857,0.7421626536758174,0.9099792626320964,0.95,0.0,0.04,0.0,0.0,0.0,0.0
0.8333333333333334,0.85,1.0,0.07726121550389159,0.028825618378172005,0.8192236293668449,0.9055402403138869,0.87,0.0,0.11,0.01,0.01,0.0,0.0
0.8666666666666667,0.84,0.9396053630745219,0.15796788425672045,0.15563852489193725,0.7478976133830049,0.9087720110623503,0.85,0.0,0.13,0.01,0.0,0.0,0.0
0.9,0.8099999999999999,1.0,0.08699525567258971,0.19913954586361593,0.8135775263626738,0.8972713939457628,0.82,0.01,0.15,0.01,0.01,0.0,0.0
0.9333333333333333,0.95,0.9445012487896638,0.025882772508232774,0.24203228759016598,0.7412685331017141,0.9000404688126709,0.95,0.0,0.05,0.0,0.0,0.0,0.0
0.9666666666666667,0.86,0.9666756941503232,0.10114403972883741,0.25189152474194476,0.8159951691572468,0.9028472028820597,0.87,0.0,0.11,0.01,0.0,0.0,0.0
1.0,0.96,1.0,0.2855848662438734,0.2518989817554577,0.8631392036514189,0.8928347983542048,0.96,0.0,0.03,0.0,0.0,0.0,0.0
1.0333333333333334,0.95,1.0,0.10546602877739886,0.19317393505324737,0.8170707055000085,0.882702585432777,0.95,0.0,0.04,0.0,0.0,0.0,0.0
1.0666666666666667,0.85,1.0,0.22032924713329383,0.2140929885323916,0.8804033205749925,0.899114987170795,0.86,0.0,0.12,0.0,0.01,0.0,0.0
1.1,0.82,1.0,0.22572378799176387,0.22705434330556204,0.6941059867944136,0.8871800758623513,0.85,0.0,0.11,0.01,0.01,0.01,0.0
1.1333333333333333,0.7899999999999999,1.0,0.1463705560770833,0.21077248694383466,0.7814669353100995,0.8810530404611011,0.82,0.0,0.14,0.01,0.01,0.01,0.0
1.1666666666666667,0.82,1.0,0.13733746575183683,0.20274874040388893,0.7500986679639752,0.8890818206482549,0.84,0.0,0.14,0.01,0.01,0.0,0.0
1.2,0.95,0.9345122536521647,0.39079249656989684,0.1549950911545332,0.7306742224483138,0.907984762960846,0.95,0.0,0.04,0.0,0.0,0.0,0.0
1.2333333333333334,0.84,0.6679142810678026,1.0,0.5769331561831,0.9194391809189124,0.9342103978837649,0.87,0.0,0.09,0.01,0.01,0.01,0.0
1.2666666666666666,0.7,0.6430888846481511,1.0,0.2543416863247747,0.8105082677459802,0.9549001300419898,0.76,0.01,0.15,0.03,0.02,0.02,0.0
1.3,0.41000000000000003,0.4099869898461746,1.0,0.2436185008931372,0.6452625678550516,0.9777888360615463,0.55,0.03,0.25,0.07,0.04,0.06,0.0
1.3333333333333333,0.15,0.6927964206210941,0.41923342941204417,0.4274732996304731,0.6486668902893699,0.9164677904256574,0.33,0.03,0.44,0.04,0.09,0.08,0.0
1.3666666666666667,0.08999999999999997,0.5887223517704081,0.6044459642582773,0.6139007680297804,0.5500970389244197,0.9081467244951433,0.21,0.02,0.63,0.03,0.06,0.05,0.0
1.4,-0.020000000000000004,0.8182147221878217,0.5321548116957343,0.8367387028375856,0.757634827088559,0.8720574344002309,0.06,0.01,0.84,0.03,0.02,0.04,0.0
1.4333333333333333,-0.06,0.5788336211991469,0.8060211616856588,0.5881090888637387,0.3664357873333292,0.89410181930259,0.08,0.01,0.76,0.04,0.05,0.06,0.0
1.4666666666666666,-0.14,0.6421517965867741,0.20316343284906407,0.6285516690074588,0.33357361666774066,0.8771683903646154,0.05,0.02,0.71,0.05,0.06,0.1,0.0
1.5,-0.18,0.759582538011289,0.6733936467621039,0.7389964308602753,0.4240464009703156,0.8574768517690469,0.06,0.01,0.68,0.06,0.11,0.08,0.0
1.5333333333333334,-0.14,0.7546095257067333,0.44363544751674244,0.6870817680706874,0.43901690424727674,0.8641219483710131,0.03,0.02,0.77,0.05,0.08,0.06,0.0
1.5666666666666667,-0.08,0.7069072810585474,1.0,0.4396964100658604,0.32016180805619326,0.8812351348387296,0.01,0.01,0.89,0.04,0.03,0.03,0.0
1.6,-0.24000000000000002,0.4974413804866206,1.0,0.5270798249860235,0.3135567931319695,0.9073950683845279,0.02,0.0,0.72,0.12,0.11,0.03,0.0
1.6333333333333333,-0.09000000000000001,0.5856874204769776,1.0,0.48023912724818313,0.37956621638532445,0.9033596915993537,0.01,0.0,0.88,0.04,0.05,0.01,0.0
1.6666666666666667,-0.030000000000000006,0.8748333514764457,1.0,0.29415468147047197,0.4922605811672665,0.882829314491245,0.03,0.01,0.89,0.02,0.04,0.01,0.0
1.7,-0.17,0.8165228953586103,0.7637981343677467,0.059649716377817484,0.5518704706221234,0.9179161867215522,0.08,0.01,0.66,0.07,0.11,0.08,0.0
1.7333333333333334,0.010000000000000009,0.6506021162654692,0.20881508851408503,0.19871023494279835,0.4215528597419161,0.9205987982166544,0.17,0.0,0.68,0.05,0.06,0.05,0.0
1.7666666666666666,-0.07,0.36896335693700816,0.3962186904924627,0.3267418305221103,0.21733238849039146,0.9359147689020121,0.12,0.01,0.67,0.08,0.06,0.06,0.0
1.8,-0.10000000000000003,0.7113123111224919,0.6617453653016744,0.17426081820908956,0.43852078765543484,0.9144045334992807,0.11,0.01,0.66,0.08,0.07,0.07,0.0
1.8333333333333333,-0.040000000000000036,0.597744510019185,0.12867009179967356,0.1621303877987919,0.36142278833815045,0.9264697690167872,0.11,0.01,0.72,0.05,0.07,0.04,0.0
1.8666666666666667,0.009999999999999995,0.36412311254708607,0.2140103164867849,0.1514444874347192,0.1582445321657564,0.9457566734129069,0.12,0.01,0.76,0.05,0.04,0.03,0.0
1.9,-2.7755575615628914e-17,0.40921076581414634,0.27486440141347884,0.16534223004758855,0.11540819658656985,0.9330685780548449,0.12,0.02,0.73,0.06,0.04,0.04,0.0
1.9333333333333333,-0.020000000000000004,0.48297739045049454,0.12534807707073664,0.010629440118903148,0.10749624765547897,0.9333186207787157,0.08,0.01,0.8,0.05,0.04,0.02,0.0
1.9666666666666666,-0.07000000000000002,0.5778767005862064,0.38613583833469456,0.08728753903213932,0.16698210796237525,0.9171446674039002,0.06,0.01,0.79,0.06,0.04,0.04,0.0
2.0,-1.3877787807814457e-17,0.5766233935082332,0.2075381349346839,0.25981193838035377,0.1854865163655537,0.9045900420116716,0.1,0.01,0.78,0.04,0.04,0.03,0.0
2.033333333333333,-0.03,0.6787489141678023,0.3998255200617333,0.28757013853852764,0.2987732591676055,0.8965871469088006,0.06,0.0,0.85,0.04,0.03,0.02,0.0
2.066666666666667,-0.06,0.7342425970594059,0.1914245192651722,0.16166592238569893,0.23219367206989489,0.8916909113136927,0.03,0.0,0.88,0.04,0.03,0.02,0.0
2.1,-0.07,0.5891801531689996,0.29458766111875095,0.1747188918963143,0.16260591533881447,0.9074989682367187,0.03,0.0,0.87,0.03,0.04,0.03,0.0
2.1333333333333333,-0.08,0.6031483294160375,0.25483644087067664,0.20109647926694577,0.12357560853883308,0.8992045962993713,0.01,0.0,0.89,0.04,0.02,0.03,0.0
2.1666666666666665,-0.17000000000000004,0.4096393692896027,0.1191062196843639,0.28289778692883544,0.21889663669974377,0.9331296057361922,0.09,0.02,0.61,0.09,0.1,0.09,0.0
2.2,-0.21000000000000002,0.3849930167382331,0.3882385462671383,0.3034407938693975,0.1783113375969743,0.9314763757351566,0.09,0.03,0.55,0.12,0.13,0.08,0.0
2.2333333333333334,-0.18000000000000005,0.4049236292511628,0.2105380633895976,0.29713642158801157,0.29218860723782303,0.9398146085097611,0.09,0.02,0.6,0.12,0.07,0.1,0.0
2.2666666666666666,-0.17,0.3736532044775734,0.3715085999366993,0.2789466350546109,0.22751943925496637,0.9401713373275337,0.05,0.02,0.69,0.09,0.05,0.1,0.0
2.3,-0.24,0.4429569541079167,0.3245620293874791,0.40963186215689223,0.2229211048738644,0.9173921036435899,0.05,0.02,0.62,0.12,0.08,0.11,0.0
2.3333333333333335,-0.27,0.410786351855027,0.47586338413075513,0.5255468760652877,0.34100610963880523,0.9243274187773242,0.04,0.04,0.58,0.07,0.09,0.19,0.0
2.3666666666666667,-0.09000000000000001,0.07918994604223827,0.5308903155698649,0.6582263216384636,0.3420205569982432,0.9673309024962263,0.07,0.01,0.76,0.03,0.07,0.07,0.0
2.4,-0.2,0.0,0.34981438264557313,0.7134657471671872,0.25619979133484266,0.9750927427517135,0.02,0.02,0.72,0.04,0.08,0.12,0.0
2.433333333333333,-0.31999999999999995,0.0,0.29598269933366456,0.8007436986105242,0.2326194437718488,1.0,0.09,0.01,0.48,0.09,0.15,0.18,0.0
2.466666666666667,-0.33,0.0,0.1823250092985231,0.7506655917204141,0.190057083026963,0.9838940309229329,0.05,0.02,0.53,0.08,0.21,0.11,0.0
2.5,-0.38,0.0,0.08619485467633954,0.7644898294857986,0.18701744331127482,0.9981816087806377,0.04,0.03,0.48,0.06,0.21,0.18,0.0
2.533333333333333,-0.42,0.0,0.03841842629628965,0.7853758590479568,0.24485575224974088,1.0,0.05,0.03,0.42,0.06,0.18,0.26,0.0
2.566666666666667,-0.4099999999999999,0.0,0.22202053487148302,0.6867238314220654,0.5017071594067043,1.0,0.04,0.05,0.4,0.05,0.16,0.29,0.0
2.6,-0.23000000000000004,0.0,0.14678507224483328,0.6352981356613988,0.6405642696830561,1.0,0.03,0.03,0.65,0.03,0.08,0.18,0.0
2.6333333333333333,-0.10999999999999996,0.0,0.17291134456115823,0.6600000255669036,0.7451911863036285,1.0,0.16,0.01,0.55,0.04,0.09,0.15,0.0
2.6666666666666665,-0.19999999999999996,0.0,0.012021932988199488,0.6530788517392313,0.6510678724521272,1.0,0.07,0.01,0.65,0.04,0.12,0.12,0.0
2.7,-0.19,0.008939192074736313,0.1017806015265034,0.6410144691629056,0.6529190537649702,1.0,0.05,0.01,0.69,0.02,0.07,0.16,0.0
2.7333333333333334,-0.24999999999999997,0.09624208405740532,0.0743012752413793,0.6188437027012287,0.6717770377989016,0.9998923611911906,0.05,0.04,0.58,0.03,0.11,0.2,0.0
2.7666666666666666,-0.22,0.10120407827775908,0.25672837475082655,0.6174268701337662,0.579236483969881,0.9902162830014827,0.08,0.08,0.46,0.03,0.12,0.23,0.0
2.8,-0.3,0.09535567918335745,0.06515191425377277,0.5712370631468427,0.5907341711039488,0.9961839633526167,0.09,0.09,0.34,0.05,0.11,0.32,0.0
2.8333333333333335,-0.41000000000000003,0.07278293007879715,0.22951502424106718,0.602647069351078,0.619675539748936,1.0,0.06,0.05,0.38,0.08,0.12,0.32,0.0
2.8666666666666667,-0.26,0.10939492207349791,0.160448826358551,0.579467475489862,0.6019467763158387,0.9942878809289,0.02,0.03,0.65,0.06,0.06,0.19,0.0
2.9,-0.37,0.1066156103335529,0.056566051719871016,0.5017504806577854,0.6810773727146248,1.0,0.02,0.02,0.54,0.06,0.09,0.26,0.0
2.933333333333333,-0.5,0.254080547484197,0.16856945274735524,0.45626802466694855,0.6525247521453346,0.9859884757807198,0.04,0.02,0.38,0.15,0.15,0.26,0.0
2.966666666666667,-0.4999999999999999,0.3453009193048738,0.4731577621723851,0.5428130582107259,0.599880857970706,0.9586922948894233,0.06,0.05,0.29,0.06,0.08,0.47,0.0
3.0,-0.29000000000000004,0.2821865784749828,0.9200385833258586,0.4692091389748695,0.3791015698758009,0.9537606470609563,0.04,0.01,0.62,0.07,0.07,0.2,0.0
3.033333333333333,-0.39,0.46065640456994905,0.40250449133979793,0.4831953004622497,0.6190702034596363,0.9467656524273478,0.02,0.01,0.54,0.08,0.14,0.2,0.0
3.066666666666667,-0.09,0.49510995386948536,1.0,0.5531846987196095,0.4823012257041713,0.9219587538079161,0.05,0.01,0.79,0.03,0.03,0.09,0.0
3.1,-0.23000000000000004,0.43193170815122306,1.0,0.43099514058387994,0.6811495687858256,0.9618843392238139,0.09,0.02,0.54,0.06,0.06,0.22,0.0
3.1333333333333333,-0.16999999999999998,0.40807369952450384,0.6248105584375846,0.3101361267163915,0.7175012162261232,0.9795035431377537,0.09,0.02,0.6,0.05,0.12,0.11,0.0
3.1666666666666665,-0.5700000000000001,0.6256015323070064,0.18588988290558267,0.45200793937575856,0.9416570590356539,0.9538110690480489,0.03,0.07,0.23,0.13,0.1,0.44,0.0
3.2,-0.1,0.6952297645170975,0.1552727428797776,0.47654470969633345,0.9539544564968698,0.9415753335135822,0.08,0.01,0.73,0.07,0.06,0.06,0.0
3.2333333333333334,-0.22000000000000003,0.7764583866792247,0.13268206798137658,0.406616032834722,0.948752637007781,0.9337178622522724,0.12,0.05,0.45,0.12,0.05,0.22,0.0
3.2666666666666666,-0.25999999999999995,0.7036222392537322,0.025934567146210345,0.5119399569794238,0.9279768291337442,0.9346972711530707,0.07,0.02,0.56,0.09,0.1,0.16,0.0
3.3,-0.27,0.5796671392690254,0.14270281522934458,0.3496689512115304,0.7611280062258937,0.952409409709887,0.05,0.04,0.54,0.1,0.07,0.19,0.0
3.3333333333333335,-0.18000000000000002,0.5301166109959602,0.10239833707651003,0.33845679875097157,0.7567221947013274,0.9610116164169172,0.08,0.01,0.64,0.08,0.09,0.1,0.0
3.3666666666666667,-0.09000000000000001,0.5154377683178959,0.043554395229250656,0.4135947321952085,0.7925055294785822,0.9605417302341721,0.06,0.02,0.74,0.03,0.06,0.08,0.0
