time_5fps,valence_score,comfort_score,engagement_score
0.0,-0.09250000000000001,0.6677666733414097,0.24407974282690958
0.2,0.161,0.6505962317229039,0.2787050853087588
0.4,0.16099999999999998,0.6580699502751813,0.259746783664473
0.6,0.265,0.6557216218009344,0.2653271952504396
0.8,0.6809999999999999,0.683334202287808,0.28522948336443454
1.0,0.72,0.8031299990992782,0.42882661748069983
1.2,0.72,0.8906063580376085,0.3360023016579408
1.4,0.72,0.8770885224117982,0.30476727645438784
1.6,0.72,0.8051172226762935,0.3433555550651863
1.8,0.72,0.8492887623589649,0.3035448382839351
2.0,0.7134999999999999,0.8282724060417487,0.3641341308882628
2.2,0.72,0.7886978945351711,0.40528158075216003
2.4,0.72,0.8520638403435179,0.3162562984038119
2.6,0.72,0.8971774178249852,0.2699677271865259
2.8,0.72,0.8834002453897455,0.29605490513157023
3.0,0.72,0.8161194451156664,0.371816959429202
3.2,0.72,0.8573871876601957,0.33086581599010473
3.4,0.72,0.9109985333621506,0.2548340782047935
3.6,0.72,0.7313132346683011,0.48365230486661315
3.8,0.642,0.6612473489337543,0.46391345133128314
4.0,0.265,0.716387756541764,0.26039859165571233
4.2,0.7134999999999999,0.9079448192618782,0.2578506005081517
4.4,0.72,0.9139351947515895,0.2970701691131835
4.6,0.6809999999999999,0.8655217246003564,0.25830976516656967
4.8,0.577,0.8049816642480008,0.26938828435407014
5.0,0.44700000000000006,0.7389289273067039,0.2600583144531716
5.2,0.36900000000000005,0.7453277788675189,0.26711332207721816
5.4,0.5834999999999999,0.6551620214160476,0.41173273613038586
5.6,0.7134999999999999,0.8075872736769534,0.30335104843417593
5.8,0.7134999999999999,0.5928211875644547,0.6247921084741263
6.0,0.72,0.709794109337319,0.5421697849417333
6.2,0.72,0.9045701234461712,0.28334184561316966
6.4,0.72,0.682859534625872,0.5207300190757191
6.6,0.72,0.8621090130396145,0.27227945711071055
6.8,0.72,0.8220230345543833,0.30694958241477677
7.0,0.72,0.8521761149995264,0.26988251378714156
7.2,0.72,0.8545201786002102,0.253642345924408
7.4,0.72,0.844280739510589,0.2745334303701297
7.6,0.72,0.8500073023413429,0.27166597138501913
7.8,0.72,0.8694048156059682,0.24841203003157541
8.0,0.72,0.836304116809099,0.2805778019782126
